dataset_name,fda_name,num_clients,batch_size,num_steps_until_rtc_check,theta,nn_num_weights,sketch_width,sketch_depth,epoch,round,total_fda_steps,est_var,actual_var
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,2,1,14,2.079113483428955,1.7758854627609253
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,3,2,19,2.0842714309692383,1.379338026046753
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,3,3,23,2.041835308074951,1.8575482368469238
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,4,4,27,2.6458795070648193,2.3424763679504395
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,4,5,31,2.7869582176208496,2.1566171646118164
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,5,6,35,2.727079153060913,1.8045713901519775
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,5,7,39,2.550664186477661,1.6827260255813599
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,6,8,43,2.3541746139526367,1.4335533380508423
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,7,9,47,2.526153087615967,1.479014277458191
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,7,10,51,3.0259175300598145,1.2499580383300781
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,7,11,54,2.042938232421875,0.7047760486602783
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,8,12,57,2.2208893299102783,0.7536871433258057
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,8,13,60,2.158627510070801,0.9615482091903687
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,9,14,63,2.4558091163635254,1.3190970420837402
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,9,15,66,2.5051660537719727,1.4178622961044312
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,9,16,69,2.5481557846069336,1.4910392761230469
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,10,17,72,2.5541951656341553,1.5658113956451416
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,10,18,75,2.55865740776062,1.566576600074768
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,10,19,78,2.4439289569854736,1.5600402355194092
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,11,20,81,2.3674325942993164,1.5601168870925903
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,11,21,84,2.2668306827545166,1.5401486158370972
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,12,22,87,2.1989660263061523,1.5331143140792847
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,12,23,90,2.043126106262207,1.4550718069076538
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,13,24,94,3.2993407249450684,2.340775966644287
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,13,25,98,3.1765668392181396,2.2540853023529053
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,14,26,102,3.127969264984131,2.213472843170166
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,14,27,106,3.077374219894409,2.163578987121582
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,15,28,110,3.1038012504577637,2.2062861919403076
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,15,29,114,3.083488941192627,2.19088077545166
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,16,30,118,2.9693078994750977,2.1408627033233643
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,16,31,122,2.7936110496520996,2.0510520935058594
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,17,32,126,2.681474208831787,2.041141986846924
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,17,33,130,2.65289044380188,2.0642783641815186
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,18,34,134,2.436439037322998,1.928642749786377
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,18,35,138,2.3730268478393555,1.9198756217956543
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,19,36,142,2.294412851333618,1.9044415950775146
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,19,37,146,2.1949641704559326,1.8558772802352905
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,20,38,150,2.0858609676361084,1.7857133150100708
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,20,39,154,2.0123069286346436,1.7498196363449097
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,21,40,158,2.00028657913208,1.7601486444473267
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,21,41,163,2.8423237800598145,2.5211970806121826
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,22,42,168,2.7153828144073486,2.427013635635376
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,23,43,173,2.6006557941436768,2.3432846069335938
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,23,44,178,2.4254415035247803,2.201324939727783
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,24,45,183,2.387406826019287,2.174678325653076
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,25,46,188,2.219477891921997,2.0355772972106934
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,25,47,193,2.229722023010254,2.060894250869751
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,26,48,198,2.211662769317627,2.053860664367676
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,26,49,203,2.1276161670684814,1.9850316047668457
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,27,50,208,2.053513765335083,1.9232925176620483
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,28,51,213,2.0226433277130127,1.895478367805481
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,28,52,218,2.014101982116699,1.8959176540374756
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,29,53,224,2.6806559562683105,2.526353359222412
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,30,54,230,2.494133472442627,2.3503692150115967
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,31,55,236,2.49591326713562,2.3639512062072754
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,31,56,242,2.480362892150879,2.3495290279388428
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,32,57,248,2.364025831222534,2.243001699447632
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,33,58,254,2.3322911262512207,2.2206063270568848
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,34,59,260,2.2391586303710938,2.136005401611328
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,35,60,266,2.193697690963745,2.0939199924468994
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,35,61,272,2.1313867568969727,2.0341455936431885
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,36,62,278,2.109356641769409,2.021252393722534
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,37,63,285,2.5573043823242188,2.4487898349761963
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,38,64,291,2.0115103721618652,1.9309351444244385
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,39,65,297,2.1944315433502197,2.105957508087158
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,39,66,303,2.077136993408203,1.9972259998321533
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,40,67,310,2.5046534538269043,2.4061567783355713
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,41,68,317,2.4426748752593994,2.3520889282226562
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,42,69,324,2.4286446571350098,2.3420300483703613
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,43,70,331,2.3038330078125,2.218536376953125
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,44,71,338,2.314133405685425,2.2320072650909424
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,45,72,345,2.3647985458374023,2.28106427192688
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,46,73,352,2.315793037414551,2.2348761558532715
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,46,74,359,2.211021661758423,2.134485960006714
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,47,75,366,2.214172124862671,2.1397008895874023
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,48,76,373,2.3066506385803223,2.2204747200012207
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,49,77,380,2.2818057537078857,2.198448419570923
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,50,78,387,2.158506155014038,2.09019136428833
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,51,79,394,2.1350622177124023,2.067356824874878
EMNIST,naive,30,256,1,2.0,2592202,-1,-1,52,80,401,2.1672239303588867,2.094761610031128
