Num GPUs Available:  1

------------ Current Test : ------------
Dataset name : CIFAR10
Bias : None
Bench test : False
NN name : DenseNet201
FDA name : naive
Num Clients : 30
Batch size : 32
Num Epochs : 300
Number of steps until we check RTC : 1
Theta : 350.0
Aggr. Scheme : avg
Per-Layer training : False
-----------------------------------------

EpochMetrics(epoch=1, total_rounds=11, total_fda_steps=53, accuracy=0.10019999742507935, train_accuracy=0.18020834)
EpochMetrics(epoch=2, total_rounds=16, total_fda_steps=105, accuracy=0.12200000137090683, train_accuracy=0.221875)
EpochMetrics(epoch=3, total_rounds=17, total_fda_steps=157, accuracy=0.22619999945163727, train_accuracy=0.2625)
EpochMetrics(epoch=4, total_rounds=18, total_fda_steps=209, accuracy=0.2897000014781952, train_accuracy=0.28854167)
EpochMetrics(epoch=5, total_rounds=19, total_fda_steps=261, accuracy=0.3073999881744385, train_accuracy=0.28229168)
EpochMetrics(epoch=6, total_rounds=19, total_fda_steps=313, accuracy=0.33340001106262207, train_accuracy=0.31354168)
EpochMetrics(epoch=7, total_rounds=20, total_fda_steps=365, accuracy=0.349700003862381, train_accuracy=0.35416666)
EpochMetrics(epoch=8, total_rounds=20, total_fda_steps=417, accuracy=0.37959998846054077, train_accuracy=0.33645833)
EpochMetrics(epoch=9, total_rounds=21, total_fda_steps=469, accuracy=0.38339999318122864, train_accuracy=0.38958332)
EpochMetrics(epoch=10, total_rounds=21, total_fda_steps=521, accuracy=0.40459999442100525, train_accuracy=0.39583334)
EpochMetrics(epoch=11, total_rounds=21, total_fda_steps=573, accuracy=0.41530001163482666, train_accuracy=0.43125)
EpochMetrics(epoch=12, total_rounds=22, total_fda_steps=626, accuracy=0.42239999771118164, train_accuracy=0.39583334)
EpochMetrics(epoch=13, total_rounds=22, total_fda_steps=678, accuracy=0.4426000118255615, train_accuracy=0.39895833)
EpochMetrics(epoch=14, total_rounds=22, total_fda_steps=730, accuracy=0.44670000672340393, train_accuracy=0.4375)
EpochMetrics(epoch=15, total_rounds=22, total_fda_steps=782, accuracy=0.44670000672340393, train_accuracy=0.45729166)
EpochMetrics(epoch=16, total_rounds=23, total_fda_steps=834, accuracy=0.45730000734329224, train_accuracy=0.428125)
EpochMetrics(epoch=17, total_rounds=23, total_fda_steps=886, accuracy=0.4659999907016754, train_accuracy=0.46979168)
EpochMetrics(epoch=18, total_rounds=23, total_fda_steps=938, accuracy=0.4745999872684479, train_accuracy=0.465625)
EpochMetrics(epoch=19, total_rounds=23, total_fda_steps=990, accuracy=0.4729999899864197, train_accuracy=0.47083333)
EpochMetrics(epoch=20, total_rounds=24, total_fda_steps=1042, accuracy=0.4832000136375427, train_accuracy=0.47291666)
EpochMetrics(epoch=21, total_rounds=24, total_fda_steps=1094, accuracy=0.4959999918937683, train_accuracy=0.48333332)
EpochMetrics(epoch=22, total_rounds=24, total_fda_steps=1146, accuracy=0.5023000240325928, train_accuracy=0.50625)
EpochMetrics(epoch=23, total_rounds=24, total_fda_steps=1198, accuracy=0.49779999256134033, train_accuracy=0.53229165)
EpochMetrics(epoch=24, total_rounds=25, total_fda_steps=1251, accuracy=0.5134999752044678, train_accuracy=0.49479166)
EpochMetrics(epoch=25, total_rounds=25, total_fda_steps=1303, accuracy=0.5224000215530396, train_accuracy=0.51770836)
EpochMetrics(epoch=26, total_rounds=25, total_fda_steps=1355, accuracy=0.5249000191688538, train_accuracy=0.5260417)
EpochMetrics(epoch=27, total_rounds=25, total_fda_steps=1407, accuracy=0.53329998254776, train_accuracy=0.57604164)
EpochMetrics(epoch=28, total_rounds=26, total_fda_steps=1459, accuracy=0.5397999882698059, train_accuracy=0.546875)
EpochMetrics(epoch=29, total_rounds=26, total_fda_steps=1511, accuracy=0.5379999876022339, train_accuracy=0.540625)
EpochMetrics(epoch=30, total_rounds=26, total_fda_steps=1563, accuracy=0.5406000018119812, train_accuracy=0.55625)
EpochMetrics(epoch=31, total_rounds=27, total_fda_steps=1615, accuracy=0.5471000075340271, train_accuracy=0.5072917)
EpochMetrics(epoch=32, total_rounds=27, total_fda_steps=1667, accuracy=0.5598999857902527, train_accuracy=0.57395834)
EpochMetrics(epoch=33, total_rounds=27, total_fda_steps=1719, accuracy=0.5576000213623047, train_accuracy=0.56041664)
EpochMetrics(epoch=34, total_rounds=28, total_fda_steps=1771, accuracy=0.5562000274658203, train_accuracy=0.53333336)
EpochMetrics(epoch=35, total_rounds=28, total_fda_steps=1823, accuracy=0.5708000063896179, train_accuracy=0.5864583)
EpochMetrics(epoch=36, total_rounds=29, total_fda_steps=1876, accuracy=0.570900022983551, train_accuracy=0.5364583)
EpochMetrics(epoch=37, total_rounds=29, total_fda_steps=1928, accuracy=0.5852000117301941, train_accuracy=0.5854167)
EpochMetrics(epoch=38, total_rounds=29, total_fda_steps=1980, accuracy=0.5927000045776367, train_accuracy=0.571875)
EpochMetrics(epoch=39, total_rounds=30, total_fda_steps=2032, accuracy=0.6054999828338623, train_accuracy=0.58125)
EpochMetrics(epoch=40, total_rounds=30, total_fda_steps=2084, accuracy=0.600600004196167, train_accuracy=0.6010417)
EpochMetrics(epoch=41, total_rounds=31, total_fda_steps=2136, accuracy=0.5756000280380249, train_accuracy=0.575)
EpochMetrics(epoch=42, total_rounds=31, total_fda_steps=2188, accuracy=0.6097999811172485, train_accuracy=0.63125)
EpochMetrics(epoch=43, total_rounds=31, total_fda_steps=2240, accuracy=0.6216999888420105, train_accuracy=0.6010417)
EpochMetrics(epoch=44, total_rounds=32, total_fda_steps=2292, accuracy=0.6078000068664551, train_accuracy=0.58125)
EpochMetrics(epoch=45, total_rounds=32, total_fda_steps=2344, accuracy=0.5879999995231628, train_accuracy=0.628125)
EpochMetrics(epoch=46, total_rounds=33, total_fda_steps=2396, accuracy=0.58160001039505, train_accuracy=0.5854167)
EpochMetrics(epoch=47, total_rounds=33, total_fda_steps=2448, accuracy=0.5598999857902527, train_accuracy=0.65520835)
EpochMetrics(epoch=48, total_rounds=34, total_fda_steps=2501, accuracy=0.5857999920845032, train_accuracy=0.64166665)
EpochMetrics(epoch=49, total_rounds=35, total_fda_steps=2553, accuracy=0.6159999966621399, train_accuracy=0.62395835)
EpochMetrics(epoch=50, total_rounds=35, total_fda_steps=2605, accuracy=0.6373000144958496, train_accuracy=0.640625)
EpochMetrics(epoch=51, total_rounds=36, total_fda_steps=2657, accuracy=0.6324999928474426, train_accuracy=0.659375)
EpochMetrics(epoch=52, total_rounds=36, total_fda_steps=2709, accuracy=0.61080002784729, train_accuracy=0.67395836)
EpochMetrics(epoch=53, total_rounds=37, total_fda_steps=2761, accuracy=0.6226000189781189, train_accuracy=0.6354167)
EpochMetrics(epoch=54, total_rounds=37, total_fda_steps=2813, accuracy=0.6432999968528748, train_accuracy=0.6614583)
EpochMetrics(epoch=55, total_rounds=38, total_fda_steps=2865, accuracy=0.656000018119812, train_accuracy=0.67604166)
EpochMetrics(epoch=56, total_rounds=38, total_fda_steps=2917, accuracy=0.6607999801635742, train_accuracy=0.640625)
EpochMetrics(epoch=57, total_rounds=39, total_fda_steps=2969, accuracy=0.6656000018119812, train_accuracy=0.621875)
EpochMetrics(epoch=58, total_rounds=39, total_fda_steps=3021, accuracy=0.6603999733924866, train_accuracy=0.67291665)
EpochMetrics(epoch=59, total_rounds=40, total_fda_steps=3073, accuracy=0.676800012588501, train_accuracy=0.67291665)
EpochMetrics(epoch=60, total_rounds=40, total_fda_steps=3126, accuracy=0.6822999715805054, train_accuracy=0.6770833)
EpochMetrics(epoch=61, total_rounds=41, total_fda_steps=3178, accuracy=0.6825000047683716, train_accuracy=0.709375)
EpochMetrics(epoch=62, total_rounds=41, total_fda_steps=3230, accuracy=0.680400013923645, train_accuracy=0.6791667)
EpochMetrics(epoch=63, total_rounds=42, total_fda_steps=3282, accuracy=0.6794000267982483, train_accuracy=0.671875)
EpochMetrics(epoch=64, total_rounds=43, total_fda_steps=3334, accuracy=0.6901999711990356, train_accuracy=0.69166666)
EpochMetrics(epoch=65, total_rounds=43, total_fda_steps=3386, accuracy=0.6814000010490417, train_accuracy=0.684375)
EpochMetrics(epoch=66, total_rounds=44, total_fda_steps=3438, accuracy=0.6796000003814697, train_accuracy=0.6947917)
EpochMetrics(epoch=67, total_rounds=44, total_fda_steps=3490, accuracy=0.6908000111579895, train_accuracy=0.7135417)
EpochMetrics(epoch=68, total_rounds=45, total_fda_steps=3542, accuracy=0.7009000182151794, train_accuracy=0.66041666)
EpochMetrics(epoch=69, total_rounds=46, total_fda_steps=3594, accuracy=0.703499972820282, train_accuracy=0.71875)
EpochMetrics(epoch=70, total_rounds=46, total_fda_steps=3646, accuracy=0.7067999839782715, train_accuracy=0.70416665)
EpochMetrics(epoch=71, total_rounds=47, total_fda_steps=3698, accuracy=0.7092000246047974, train_accuracy=0.671875)
EpochMetrics(epoch=72, total_rounds=47, total_fda_steps=3751, accuracy=0.7141000032424927, train_accuracy=0.73020834)
EpochMetrics(epoch=73, total_rounds=48, total_fda_steps=3803, accuracy=0.7146000266075134, train_accuracy=0.7135417)
EpochMetrics(epoch=74, total_rounds=48, total_fda_steps=3855, accuracy=0.7053999900817871, train_accuracy=0.721875)
EpochMetrics(epoch=75, total_rounds=49, total_fda_steps=3907, accuracy=0.7170000076293945, train_accuracy=0.715625)
EpochMetrics(epoch=76, total_rounds=49, total_fda_steps=3959, accuracy=0.7152000069618225, train_accuracy=0.73020834)
EpochMetrics(epoch=77, total_rounds=50, total_fda_steps=4011, accuracy=0.7214000225067139, train_accuracy=0.71875)
EpochMetrics(epoch=78, total_rounds=50, total_fda_steps=4063, accuracy=0.7152000069618225, train_accuracy=0.7552083)
EpochMetrics(epoch=79, total_rounds=51, total_fda_steps=4115, accuracy=0.7207000255584717, train_accuracy=0.72083336)
EpochMetrics(epoch=80, total_rounds=52, total_fda_steps=4167, accuracy=0.7168999910354614, train_accuracy=0.759375)
EpochMetrics(epoch=81, total_rounds=52, total_fda_steps=4219, accuracy=0.7214000225067139, train_accuracy=0.75)
EpochMetrics(epoch=82, total_rounds=53, total_fda_steps=4271, accuracy=0.7247999906539917, train_accuracy=0.76875)
EpochMetrics(epoch=83, total_rounds=53, total_fda_steps=4323, accuracy=0.7181000113487244, train_accuracy=0.759375)
EpochMetrics(epoch=84, total_rounds=54, total_fda_steps=4376, accuracy=0.7285000085830688, train_accuracy=0.7552083)
EpochMetrics(epoch=85, total_rounds=54, total_fda_steps=4428, accuracy=0.7239999771118164, train_accuracy=0.73541665)
EpochMetrics(epoch=86, total_rounds=55, total_fda_steps=4480, accuracy=0.7311000227928162, train_accuracy=0.725)
EpochMetrics(epoch=87, total_rounds=55, total_fda_steps=4532, accuracy=0.7305999994277954, train_accuracy=0.7739583)
EpochMetrics(epoch=88, total_rounds=56, total_fda_steps=4584, accuracy=0.7311000227928162, train_accuracy=0.725)
EpochMetrics(epoch=89, total_rounds=56, total_fda_steps=4636, accuracy=0.7293999791145325, train_accuracy=0.78333336)
EpochMetrics(epoch=90, total_rounds=57, total_fda_steps=4688, accuracy=0.7322999835014343, train_accuracy=0.74895835)
EpochMetrics(epoch=91, total_rounds=57, total_fda_steps=4740, accuracy=0.7354999780654907, train_accuracy=0.77708334)
EpochMetrics(epoch=92, total_rounds=58, total_fda_steps=4792, accuracy=0.7361999750137329, train_accuracy=0.73645836)
EpochMetrics(epoch=93, total_rounds=58, total_fda_steps=4844, accuracy=0.7299000024795532, train_accuracy=0.771875)
EpochMetrics(epoch=94, total_rounds=59, total_fda_steps=4896, accuracy=0.7390999794006348, train_accuracy=0.784375)
EpochMetrics(epoch=95, total_rounds=59, total_fda_steps=4948, accuracy=0.7409999966621399, train_accuracy=0.8177083)
EpochMetrics(epoch=96, total_rounds=60, total_fda_steps=5001, accuracy=0.7379000186920166, train_accuracy=0.7916667)
EpochMetrics(epoch=97, total_rounds=60, total_fda_steps=5053, accuracy=0.7394000291824341, train_accuracy=0.79375)
EpochMetrics(epoch=98, total_rounds=61, total_fda_steps=5105, accuracy=0.7415000200271606, train_accuracy=0.79375)
EpochMetrics(epoch=99, total_rounds=61, total_fda_steps=5157, accuracy=0.7423999905586243, train_accuracy=0.815625)
EpochMetrics(epoch=100, total_rounds=62, total_fda_steps=5209, accuracy=0.7437000274658203, train_accuracy=0.7729167)
EpochMetrics(epoch=101, total_rounds=62, total_fda_steps=5261, accuracy=0.7422000169754028, train_accuracy=0.81041664)
EpochMetrics(epoch=102, total_rounds=63, total_fda_steps=5313, accuracy=0.7445999979972839, train_accuracy=0.80104166)
EpochMetrics(epoch=103, total_rounds=63, total_fda_steps=5365, accuracy=0.744700014591217, train_accuracy=0.81145835)
EpochMetrics(epoch=104, total_rounds=64, total_fda_steps=5417, accuracy=0.7483999729156494, train_accuracy=0.790625)
EpochMetrics(epoch=105, total_rounds=64, total_fda_steps=5469, accuracy=0.7466999888420105, train_accuracy=0.79270834)
EpochMetrics(epoch=106, total_rounds=65, total_fda_steps=5521, accuracy=0.7491000294685364, train_accuracy=0.821875)
EpochMetrics(epoch=107, total_rounds=66, total_fda_steps=5573, accuracy=0.7530999779701233, train_accuracy=0.796875)
EpochMetrics(epoch=108, total_rounds=66, total_fda_steps=5626, accuracy=0.7505000233650208, train_accuracy=0.81666666)
EpochMetrics(epoch=109, total_rounds=67, total_fda_steps=5678, accuracy=0.7542999982833862, train_accuracy=0.79895836)
EpochMetrics(epoch=110, total_rounds=67, total_fda_steps=5730, accuracy=0.7541999816894531, train_accuracy=0.8208333)
EpochMetrics(epoch=111, total_rounds=68, total_fda_steps=5782, accuracy=0.7565000057220459, train_accuracy=0.8177083)
EpochMetrics(epoch=112, total_rounds=68, total_fda_steps=5834, accuracy=0.7533000111579895, train_accuracy=0.82604164)
EpochMetrics(epoch=113, total_rounds=69, total_fda_steps=5886, accuracy=0.7592999935150146, train_accuracy=0.775)
EpochMetrics(epoch=114, total_rounds=69, total_fda_steps=5938, accuracy=0.754800021648407, train_accuracy=0.81354165)
EpochMetrics(epoch=115, total_rounds=70, total_fda_steps=5990, accuracy=0.7588000297546387, train_accuracy=0.80833334)
EpochMetrics(epoch=116, total_rounds=70, total_fda_steps=6042, accuracy=0.7592999935150146, train_accuracy=0.82395834)
EpochMetrics(epoch=117, total_rounds=71, total_fda_steps=6094, accuracy=0.7585999965667725, train_accuracy=0.79895836)
EpochMetrics(epoch=118, total_rounds=71, total_fda_steps=6146, accuracy=0.762499988079071, train_accuracy=0.8510417)
EpochMetrics(epoch=119, total_rounds=72, total_fda_steps=6198, accuracy=0.7588000297546387, train_accuracy=0.82604164)
